"","GeneID","Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","MDPL_BW_1","MDPL_BW_2","MDPL_BW_3","MDPL_FW_1","MDPL_FW_2","MDPL_FW_3","MDPL_transfer_1","MDPL_transfer_2","MDPL_transfer_3","MDPP_BW_1","MDPP_BW_2","MDPP_BW_3","MDPP_FW_1","MDPP_FW_2","MDPP_FW_3","MDPP_transfer_1","MDPP_transfer_2","MDPP_transfer_3"
"22872","Funhe2EKm042667","Creatine kinase S-type, mitochondrial (50%U)",5257.65548249049,-9.5721447306196,0.698900530758471,-13.6960043802393,1.07266759787395e-42,2.92602267348055e-38,26.8502832391614,27.3620885329176,4.68514311009601,23.6887210037914,18.7464550308582,4.35870737781107,6.7253181555708,6.93434910898116,4.31617582124451,26701.0420840715,6751.86667625984,10955.6047887671,15685.6124986996,8023.90709969991,8807.0042260235,8188.81791384209,9391.11822364618,9.15793243869912
"14425","Funhe2EKm026204","Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4b (100%P)",2402.98728622645,-3.71378104367686,0.325434470111754,-11.4117629961004,3.65250314310773e-30,4.98164903688464e-26,335.823807430906,432.724720910483,315.922791227918,324.227979738141,385.720637305734,356.153006631808,306.841432233489,284.284911134355,321.495066174793,7026.61105370338,8447.88986918826,4439.5432540566,3856.95035774876,4327.16293176959,3033.49407208698,3896.63959001206,4819.74951425282,342.536156470061
"1680","Funhe2EKm002405","Epstein-Barr nuclear antigen (100%M)",1091.65921751577,-3.75780050180707,0.41769519763397,-8.99651354167606,2.32999311495298e-19,1.58893880474219e-15,216.833367016279,189.440751156896,286.516917907769,130.452448316034,128.096977861677,131.721332417619,109.862185641506,90.9795918040792,80.1881822932077,1936.90360114904,4149.96655483851,1656.25871299032,2404.20231880042,2669.10962464809,1084.49058961191,3164.13855608164,1147.31495593567,73.3892468131025
"8599","Funhe2EKm014755","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (100%P)",52.6293079813713,3.90319175259968,0.580449514438224,6.72442935261529,1.76281922581658e-11,5.3429092046472e-08,318.355121168098,34.3443580890059,54.948234503745,20.1033947153626,96.8768110062147,135.128949794631,113.433894683606,88.329009078764,27.074912503568,4.72355274357784,5.93772482547565,10.8371523877801,0.840597006449429,2.86808013287017,4.199752290161,1.83973493997164,1.12394866189419,26.3623151335075
"11032","Funhe2EKm020406","Serine protease inhibitor Kazal-type (95%M)",546.015099938585,-3.03133554967739,0.453749766508626,-6.68063274831408,2.3791275898061e-11,6.48978423947309e-08,36.2669331583489,54.3071685351783,35.1726855143539,214.434365927365,138.157299277318,217.377730254821,32.9773702274912,246.077326742604,92.8617035493889,1051.706225951,496.717403035195,782.686441773275,1082.38205704215,1093.39128005664,2549.66324618209,865.428517262052,714.512586737841,124.151457667408
"10797","Funhe2EKm019840","Selenium-binding protein (100%M)",231.208003713584,-2.64425636343059,0.400783479451816,-6.59771796743555,4.17534575393385e-11,9.49125678965062e-08,66.6361832809998,86.6399283352513,75.4337956547069,29.6734994208376,71.1451227018657,86.8589259004559,68.9977446496622,39.6615067593561,51.1824695522146,716.155930481901,536.84889659759,776.340240475644,209.102734113051,132.52100079991,591.44130100577,302.654309965514,286.832997797879,33.6174793519099
"9462","Funhe2EKm016759","Nuclease HARBI1 (67%Z)",25.0186280937722,-2.48041703166745,0.379102967354618,-6.54285839273643,6.03539741405733e-11,1.26641208200504e-07,3.56475948991095,11.5822965534146,3.71179393385521,2.39066553361293,3.25483043591386,4.36411177922478,8.81722987447877,8.28695792642233,16.8047506515077,48.6512273881386,38.0691192364498,29.6962887595275,36.6410908027427,37.7948831166944,37.6151120390476,78.5057958711063,64.2528660381749,16.3315262576769
"1522","Funhe2EKm002208","Glutamine gamma-glutamyltransferase E (91%P)",24.4327410672865,-2.85903161561339,0.44556561835132,-6.41663426857836,1.39320077387589e-10,2.53358204731911e-07,7.22514493649634,7.55333979593306,9.08653383115944,6.79482937649537,1.51962862120995,4.01059792121559,9.2368773849147,6.85967966258437,2.71953654334968,29.909423114442,64.6610443296107,30.7924861848708,38.7713759236416,63.0653313534595,60.8298950067815,41.0251465000254,53.7871856312366,1.9412830937298
"1634","Funhe2EKm002341","G-protein coupled receptor (100%P)",111.691586519477,-2.55455569426374,0.413622809664944,-6.17605130706661,6.5724636332575e-10,9.43598226252622e-07,46.1369333636339,35.1274247165632,40.803724045791,31.7180649329892,30.3424915875818,55.961129806708,24.661490850845,19.8894728519068,10.3186366324241,243.871798224988,62.8888527570912,224.138889829557,138.105053305105,447.621271468932,234.558383037785,107.595822372296,236.204478619543,20.5046389468532
"4498","Funhe2EKm006972","Sialoadhesin (18%U)",28.1554319511199,2.27736614196337,0.38334839849871,5.94072168002297,2.83770037921576e-09,3.68603766401179e-06,67.1995093057187,106.202120809529,18.3517964060651,46.3631768060015,35.2199203184422,67.6316666573098,39.0283998668759,26.0850031971984,13.0268493320958,11.1954043954017,2.83530265086018,9.4135631013907,7.73225866916606,10.55429518008,13.098644433238,10.1606536007603,11.3687051780851,11.3305052119396
"9689","Funhe2EKm017303","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 (100%T)",34.0448748167468,2.36524112647558,0.431449181111426,5.48208509837159,4.20341940125913e-08,3.82202914758489e-05,172.21731243274,18.6147456987727,55.4901718988814,29.2512226058175,40.6963695454124,88.206048748053,57.3987341814245,31.0410048028886,20.1019817680573,6.74358159239078,11.6275182002194,8.78742345725352,6.85703145830576,16.4822756373218,7.00436339170641,5.99730560152409,13.4041854747541,22.8864702059196
"7492","Funhe2EKm012341","NACHT, LRR and PYD domains-containing protein 3 (64%M)",89.5259549167306,2.60402357889073,0.484485834737657,5.374818812403,7.66597299698406e-08,6.33673973974943e-05,127.469108458591,474.697130402887,36.8446582820118,282.224128722091,138.249008794834,86.6896667925654,173.452136399174,31.2597089952827,32.7520141522703,15.105229810233,56.2923451313495,11.9192755180541,26.5816569447735,35.1555064014006,6.87823309898653,16.9714925376757,30.9206467510948,28.0052413078749
"7752","Funhe2EKm012958","Stonustoxin subunit beta (100%P)",1244.96068336441,-2.74500885213358,0.533041457092695,-5.14970986891968,2.60889706032686e-07,0.000165501148864177,92.4902853616431,229.987486071193,312.120519198998,378.622461003345,351.678700818624,582.395948471565,403.701650707532,334.237082069809,224.012991144255,2032.42263648619,2351.81719374636,1993.7230170688,3696.9299721298,649.579848416766,7262.03181533323,238.608623931762,1035.50774477342,239.42432382601
"10145","Funhe2EKm018236","Zinc finger protein (66%T)",77.4003091280059,-3.87067649985919,0.786111493731902,-4.92382636651698,8.48681465885494e-07,0.000385838883773742,10.5044841102648,10.7307455913265,4.68756241911565,2.25221406367824,12.4601055626374,16.1859616129284,13.5416642608442,12.3908257268006,5.29945051953469,74.3549011805387,17.1360079136048,549.700956846969,7.67280525776577,16.0508942908704,101.888305217467,508.866349349353,23.3795081390573,6.10282224134958
"11134","Funhe2EKm020705","Uncharacterized protein (65%Z)",30.8269754342921,-2.94362529291431,0.611994464584733,-4.80988875432346,1.51014319010337e-06,0.000580192759713236,4.17128712984534,5.46613382557147,13.0228975417762,0.998134002334394,5.4424785893813,0.869478874143,23.8405542915013,11.2207291505777,0.773529917425915,33.817753221679,87.205218626035,52.0685952550013,66.8352572050984,31.2931043258696,29.1052182418933,90.1272747244365,96.7156745479963,1.91223834669162
"11668","Funhe2EKm022105","Uncharacterized protein",30.9988532424914,-2.00642270296547,0.433772485538943,-4.62551860677052,3.73662257910179e-06,0.00109383775566422,4.36699135108649,9.43264001806319,14.0692158417001,30.4027222723742,12.4721627051419,5.13411610057931,14.2716480368685,2.75606908480141,19.1192740937389,44.7689468028807,12.5971993455809,71.4780747086969,46.7870385175583,52.2871063333044,93.3618031206914,22.6079158822036,73.552376850541,28.5140572990343
"15354","Funhe2EKm027497","Sialic acid-binding Ig lectin (97%M)",523.698557297192,3.03369782947089,0.659315872449237,4.60128135274714,4.19899783410362e-06,0.00118082745276988,2147.34554643048,2490.60244442813,171.663185445787,2920.51272038645,121.025981648967,91.4127933172203,132.054556041319,181.687695907773,144.319385404934,98.4156028664595,134.587054417583,114.107724167013,97.8528412439059,110.091366122396,99.7288254110359,98.3394873891597,112.042680191324,160.784140529521
"4229","Funhe2EKm006523","Ribonuclease (92%M)",43.1406981619326,2.92963868338523,0.650136082019341,4.50619303313499,6.60010502041911e-06,0.00173178072979715,10.6934389748111,65.975577894511,120.063673641005,71.1604607676931,87.7249239885456,0.823502868556686,250.753555556639,74.8476199905324,5.54902169760932,7.93816063914274,5.78827578194707,8.20013362523453,35.4953599618504,3.96829225565905,6.87808638524512,5.19111919378628,7.13747456940689,8.34388912261157
"17248","Funhe2EKm030285","Ubiquitin carboxyl-terminal hydrolase (100%T)",99.0443723164419,-2.31517599612963,0.518401237240274,-4.46599242018508,7.96984315380526e-06,0.00196459036673529,70.1242956336917,17.7760061347609,22.3724276539482,27.065210162879,10.5879245664742,68.2448455562723,49.2335821713737,15.8973495857014,15.3794578613408,64.3048173883293,291.790162798115,420.409361817067,115.164062530647,72.2664299403401,101.405618099616,358.256074685571,49.4703984586213,13.050676651206
"22398","Funhe2EKm040062","Serine protease MASP3 (100%P)",456.371370253291,3.4869335674624,0.782212840275843,4.45778103851217,8.28124274134379e-06,0.0020010429637154,61.9099062943677,871.707677860795,395.882407331733,3337.06274165377,123.367897914128,1243.78365234914,986.830301972135,115.707453305272,406.27708770398,11.9952232590093,22.0740201554849,40.4975732286618,43.8453528297935,26.0643934040012,11.5647978185489,37.7273664476619,32.791831094654,445.594979936091
"10037","Funhe2EKm017969","Unconventional myosin-XVI (99%S)",21.0687391724419,-2.32136650231585,0.521087549262916,-4.45484929662865,8.39521445236934e-06,0.00200145192799547,6.50471856703279,9.94809173791705,8.31860605779284,6.01016225502035,2.7818590320444,6.61254801421066,3.51838325823809,7.09335526418047,12.4145035905687,58.1150900881628,39.9228105447939,65.7400777757536,70.1598255630567,6.0188136772494,46.0768599532053,18.1804369761359,3.85136998900108,7.96979275959013
"10800","Funhe2EKm019849","Tripartite motif-containing protein (92%P)",80.6211651146554,2.33822112557435,0.539224567594052,4.33626593834027,1.44923592297074e-05,0.00282373267905685,279.371372429239,36.4264644692606,27.2227088412196,90.6141972631489,66.7925260558403,212.903879715139,211.844188703894,268.868368990326,16.0601478644396,7.28597890218063,26.71868237795,3.55607100207957,47.3186167383776,7.87856747056967,28.9027884630745,65.3614606375078,30.6702523384174,23.3846998011332
"10187","Funhe2EKm018319","Zinc finger protein 226 (88%T)",42.2993132941213,-2.1379934119344,0.495993536296354,-4.31052676189909,1.62866116177749e-05,0.00300179859263286,8.17786402760373,11.234238922274,8.39141643206045,24.7618301359382,5.61794103395481,19.2824396235001,18.9753767874835,18.8775862514256,23.2659754541807,250.991475618515,116.450845773189,29.5054433115912,97.6675592903371,28.2795075709994,18.8794815424631,31.7507128399036,30.5365854149425,18.7413592638207
"12784","Funhe2EKm023834","Uncharacterized protein (91%M)",27.4636393134738,2.91408217699914,0.676519893862715,4.30745969695089,1.6514017358642e-05,0.00300312910339357,38.2755486477095,1.30089316501485,217.806419969264,64.4212525072948,10.8050509986513,9.9350136299604,80.673454083691,8.9368699725956,5.20685402262635,2.37684532342788,5.11356549727083,8.19405437902961,7.71824338645767,2.65135222698667,2.28751321867392,12.2338116814161,9.13591015398499,7.27285477847264
"18378","Funhe2EKm034170","CDP-diacylglycerol--serine O-phosphatidyltransferase (85%M)",1613.97912394518,-2.35866931933183,0.54961475234438,-4.29149565085532,1.77473679603463e-05,0.00312330776272469,118.991868395758,48.5120665400857,76.6730962662438,651.771349943504,1001.72726545933,1022.80815998625,312.269951027545,229.643923062872,1273.14281872998,1148.80208837084,1545.49647454909,2961.45514405258,3036.2469863152,3750.92775083209,5311.58256401205,1576.89238661717,3652.89176010179,1331.78857675087
"5833","Funhe2EKm009269","Lectin (97%P)",110.96955091427,2.31906962679865,0.546188946298446,4.24591094806132,2.17707090998899e-05,0.00366581112856048,250.068377954637,123.800598584225,371.037089101837,65.7181894163879,48.4728644853992,206.410966397196,333.303669379597,216.687827405457,47.5376529165054,45.4678559966199,12.2326245884842,7.12440394009372,32.6036755339921,19.6732535933665,9.4046689734711,123.142151159179,4.25400060068905,80.5120464297155
"8713","Funhe2EKm014986","Zona pellucida domain-containing protein 1 (68%M)",28.9183062605203,2.39289902489967,0.565048420188348,4.23485658822308,2.28697611541716e-05,0.00376548999847445,121.553724223551,51.1439931099314,58.7338680522151,16.9992479726223,49.9279078206171,19.8760861614135,33.2044788510676,45.9366663035096,40.3505704511393,4.06624205123434,16.9138492657017,2.37706699222338,6.21268710741229,2.62136003228567,0.785154051177165,11.2890002263113,1.0668127723449,37.4707972446089
"20034","Funhe2EKm036667","Transient receptor potential cation channel subfamily M member 2 (83%M)",129.70780738986,3.08532597747803,0.728863543252949,4.23306393362479,2.30528935312425e-05,0.00376548999847445,271.034693823307,289.833414571691,153.752261445722,167.707189750362,162.004381158411,375.008045136676,120.400613442981,367.525632023091,181.539162883537,4.87470325556173,12.8892814668213,7.1271031892193,4.65840372447907,3.93361762199939,5.49003103700137,4.85183661836267,6.38887361836529,195.7212882499
"8407","Funhe2EKm014249","Williams-Beuren syndrome chromosomal region 27 protein (100%M)",47.8257671036121,2.27550677995562,0.545841405288175,4.16880573351572,3.06199828422487e-05,0.00461810486035347,2.9841438512496,70.5004251314405,75.1169050457647,150.087170275026,104.188279306887,117.854392180625,92.2585703467362,32.534550914379,68.379854843214,11.3745571598787,14.5479076286357,9.14086786539463,6.85292181009288,32.681181867036,3.51852196636768,4.81682955975274,5.7108457437163,58.3158823688203
"6916","Funhe2EKm011249","Uncharacterized protein",23.3674278670514,2.76162466007257,0.677382670215485,4.07690480064106,4.56391674236568e-05,0.00602122382576244,23.6643017352701,77.0392797573431,12.9589466230004,23.2567530155752,7.77227787586431,2.93789416086813,24.4617995109591,36.7120401084889,156.642124723227,1.71122156934038,2.49730666080354,20.5690638005504,1.69184074501692,7.67499095370045,0.556216459635012,2.33993677552568,4.55455659294985,175.217034228232
"11671","Funhe2EKm022132","Uncharacterized protein",36.2031266157835,-2.29896968015771,0.571555425356251,-4.0223040114172,5.76316043441671e-05,0.00681831304779014,2.64459164938973,6.61195649058649,9.33484400239066,36.0653051493439,6.20699249313303,5.88400606405586,20.4140268808502,17.8684321377834,4.26312258319768,22.6860424931659,39.2751837955753,13.9349630766173,116.841822785642,106.43388385886,73.6859793931166,139.22948477846,25.8049927711409,4.47064868079321
"19849","Funhe2EKm036399","Unknown",62.0000886727131,2.39536227054987,0.599109613068047,3.99820369812328,6.38250138423657e-05,0.0073771979982714,28.4574994507501,19.4872555072678,60.1717767873289,20.3224744858997,317.602236315856,383.644181334773,41.851795941296,52.8769437645583,12.2025198225539,20.5810632170192,21.8806752763533,5.84729054671024,21.5891506381011,21.1867216630207,6.09474373391744,48.8564654222616,12.1722249582434,21.1765772429257
"7406","Funhe2EKm012193","DC-STAMP domain-containing protein (100%P)",44.9860368146413,-2.20914502330335,0.55274252244036,-3.99669816165032,6.42321155079109e-05,0.00739292677985145,5.43161280605192,26.3077887480879,18.119146319938,11.3291584497105,15.1608107526802,27.1434040508432,6.93951301033783,15.7731708492874,18.5464270444962,12.975535315307,103.633133657894,13.0523776586358,172.28377020619,111.534830576136,171.408931577565,9.7548034030142,61.5448079638098,8.80944027355777
"9305","Funhe2EKm016353","Uncharacterized protein",107.119174670424,2.11094218861196,0.529631153296164,3.98568357520982,6.7286131840996e-05,0.00758442605106896,244.330476504977,144.179730352497,108.766941194227,184.653917292908,3054.53865837406,275.635249803901,11.5626909432161,464.299934839285,28.8551229973206,9.72661985251053,8.19323353232362,55.7522774281789,58.1965168567935,1114.26785845733,31.2894295723652,50.4751037489399,16.961180343073,31.280085237104
"9780","Funhe2EKm017517","TE: Reverse transcriptase (43%P)",59.0912162420114,-2.16390987520465,0.555934103923727,-3.89238555420866,9.92633289600797e-05,0.00977510861867528,24.3604409786309,12.6150224880843,22.7448798355595,31.7037134905659,25.8591665624103,16.8783199107802,19.2294324752857,24.6973938805758,16.274683484584,38.7483040925704,59.3823566729563,28.4007674623063,55.8113221961606,19.7185275150997,22.5816031010685,133.449791090796,498.612498310781,12.5736688079906
